Company,about,rating,reviews,salaries,location,jobs,interviews
Bharat Financial Inclusion,Financial Services ,3.7,5.1k,121,Hyderabad / Secunderabad +496 other locations,2,121
Apollo Tyres,Auto Components ,4.0,9.9k,149,Chennai +181 other locations,--,149
Yazaki,Auto Components ,3.9,8.9k,179,Pune +93 other locations,3,179
IKS Health,Healthcare ,3.6,11.3k,261,Mumbai +31 other locations,27,261
Fiserv,FinTech ,2.9,17.6k,193,Pune +32 other locations,5,193
UnitedHealth,Healthcare ,4.0,14.4k,84,Hyderabad / Secunderabad +17 other locations,--,84
Shree Cement,Building Material ,3.8,9.7k,211,Beawar +254 other locations,7,211
Landmark Group,Retail ,3.8,9.3k,175,Bangalore / Bengaluru +174 other locations,8,175
Britannia,FMCG ,4.0,8.1k,224,Pune +301 other locations,3,224
SRF,Chemicals ,4.1,8.8k,208,Bharuch +68 other locations,13,208
Dalmia Bharat Cement,Building Material ,3.9,4.2k,197,Guwahati +252 other locations,3,197
Blue Dart Express Ltd,Logistics ,3.9,6.7k,127,Mumbai +280 other locations,3,127
Kansai Nerolac Paints,Chemicals ,3.8,7.9k,190,Mumbai +253 other locations,66,190
Exide Industries,Auto Components ,3.4,8.6k,212,Kolkata +199 other locations,42,212
Zepto,Internet ,3.5,9.1k,442,Bangalore / Bengaluru +101 other locations,31,442
Whitehat jr,EdTech ,3.3,9.4k,265,Mumbai +48 other locations,--,265
Shell,Oil & Gas ,3.9,13.8k,231,Bangalore / Bengaluru +91 other locations,12,231
Nestlé,FMCG ,3.8,9.5k,279,Gurgaon / Gurugram +279 other locations,20,279
Flex,Electronics Manufacturing ,3.9,15.9k,212,Chennai +46 other locations,65,212
Micro Labs,Pharma ,3.6,9.7k,152,Bangalore / Bengaluru +151 other locations,12,152
Capita,BPO ,3.5,12.9k,165,Pune +31 other locations,44,165
TVS Supply Chain Solutions,Logistics ,3.8,8.4k,156,Chennai +153 other locations,11,156
ElasticRun,Logistics ,3.6,6.1k,273,Pune +385 other locations,4,273
ZS,Management Consulting ,3.1,20k,515,Pune +16 other locations,133,515
Tata Electronics,Semiconductors ,3.9,10.9k,254,Hosur +50 other locations,19,254
Star Health & Allied Insurance,Insurance ,3.5,10k,155,Chennai +328 other locations,20,155
KPMG Global Services,Management Consulting ,3.4,23.9k,254,Bangalore / Bengaluru +37 other locations,13,254
KFintech,Financial Services ,3.4,11.1k,170,Hyderabad / Secunderabad +113 other locations,11,170
G4S,Law Enforcement & Security ,4.0,5.1k,128,Gurgaon / Gurugram +162 other locations,642,128
Voltas,Consumer Electronics & Appliances ,4.0,8.6k,174,Mumbai +206 other locations,17,174
Sonalika Tractors,Automobile ,3.6,8.9k,169,Hoshiarpur +194 other locations,--,169
Ajanta Pharma,Pharma ,3.9,8.9k,163,Mumbai +118 other locations,41,163
BlackBuck,Internet ,3.7,6.3k,213,Bangalore / Bengaluru +365 other locations,19,213
Blue Star,Consumer Electronics & Appliances ,4.1,9.7k,195,Mumbai +146 other locations,12,195
Care Health Insurance,Insurance ,3.6,8.6k,158,Gurgaon / Gurugram +244 other locations,46,158
Domino's Pizza,Hospitality ,3.9,4.1k,122,New Delhi +246 other locations,--,122
Exl India,Logistics ,3.6,15.2k,129,New Delhi +43 other locations,1,129
Movate,IT Services & Consulting ,3.2,14.9k,291,Chennai +38 other locations,100,291
Fortis Healthcare,Healthcare ,4.0,7.5k,188,New Delhi +69 other locations,686,188
NoBroker,Internet ,3.0,10.7k,280,Bangalore / Bengaluru +47 other locations,313,280
ACT Fibernet,Telecom ,3.9,7.7k,159,Hyderabad / Secunderabad +57 other locations,121,159
Adani Power,Power ,3.7,9.4k,303,Mundra +127 other locations,--,303
Gallagher,Insurance ,3.7,14k,268,Bangalore / Bengaluru +29 other locations,149,268
Sahrudaya Healthcare (Medicover Hospitals),Healthcare ,4.4,3.4k,144,Hyderabad / Secunderabad +45 other locations,25,144
Bajaj Electricals,Consumer Electronics & Appliances ,3.9,7.5k,150,Mumbai +233 other locations,20,150
DBS Bank,Banking ,3.7,12.9k,194,Hyderabad / Secunderabad +177 other locations,206,194
Sterlite Technologies,Hardware & Networking ,3.8,10.1k,181,Aurangabad +101 other locations,120,181
Sammaan Capital Limited,NBFC ,3.8,5.8k,112,Gurgaon / Gurugram +201 other locations,1,112
V-Mart,Retail ,4.1,4.3k,192,Gurgaon / Gurugram +284 other locations,17,192
Foundever,BPO ,3.4,8.7k,179,Hyderabad / Secunderabad +22 other locations,72,179
Alldigi Tech,BPO ,3.9,7.6k,231,Chennai +36 other locations,19,231
Tata Advanced Systems,Defence & Aerospace ,3.7,12.6k,184,Bangalore / Bengaluru +56 other locations,--,184
Himalaya Wellness,Pharma ,4.0,5.9k,147,Bangalore / Bengaluru +236 other locations,17,147
BT Group,Telecom ,3.8,11.4k,225,Gurgaon / Gurugram +23 other locations,6,225
Tractors and Farm Equipment,Industrial Machinery ,4.0,8.3k,132,Chennai +192 other locations,13,132
Foxconn,Electronics Manufacturing ,3.9,10.3k,225,Chennai +61 other locations,17,225
Parle Agro,Beverage ,4.0,6.5k,143,Mumbai +257 other locations,3,143
Physicswallah,EdTech ,3.6,8.2k,265,Noida +122 other locations,88,265
IntouchCX,BPO ,2.7,9.9k,239,Hyderabad / Secunderabad +22 other locations,204,239
Northern Trust Operating Services,Financial Services ,3.6,17k,241,Bangalore / Bengaluru +27 other locations,36,241
JCB,Industrial Machinery ,3.9,9.5k,165,Pune +113 other locations,--,165
Patanjali Ayurved,FMCG ,3.9,5.9k,135,Haridwar +301 other locations,--,135
Laurus Labs,Pharma ,4.3,7.1k,153,Visakhapatnam +33 other locations,7,153
Photon Interactive,IT Services & Consulting ,4.1,7.3k,130,Chennai +18 other locations,865,130
McDonald's,Hospitality ,3.8,5k,154,New Delhi +149 other locations,--,154
Statestreet HCL Services,BPO ,3.4,14.1k,219,Chennai +18 other locations,--,219
Paras Hospital,Healthcare ,4.1,3.1k,99,Patna +62 other locations,31,99
ICICI Securities,Financial Services ,3.9,9.5k,195,Mumbai +148 other locations,1,195
Planet Spark,EdTech ,3.9,3.4k,589,Gurgaon / Gurugram +61 other locations,67,589
Canara HSBC Life Insurance,Insurance ,3.6,6.2k,132,Gurgaon / Gurugram +312 other locations,5,132
Emcure Pharmaceuticals,Pharma ,3.6,8.4k,125,Pune +115 other locations,32,125
Mahindra Holidays & Resorts,Hospitality ,3.5,5.8k,127,Mumbai +113 other locations,61,127
Mahindra Rural Housing Finance,NBFC ,4.0,4.8k,103,Mumbai +463 other locations,11,103
Biocon Limited,Biotechnology ,4.0,11.7k,185,Bangalore / Bengaluru +65 other locations,16,185
Datamatics Global Services,IT Services & Consulting ,3.4,11.7k,180,Mumbai +37 other locations,32,180
Intellect Design Arena,Software Product ,3.6,13.5k,181,Chennai +40 other locations,19,181
Hero FinCorp,NBFC ,3.9,5.6k,119,New Delhi +389 other locations,47,119
Axis Direct,Financial Services ,3.6,4.7k,87,Mumbai +270 other locations,46,87
Taj Hotels Resorts and Palaces,Hospitality ,4.2,4.8k,156,Mumbai +109 other locations,199,156
Cholamandalam MS General Insurance,Insurance ,3.7,5.7k,115,Chennai +386 other locations,--,115
Adani Group,Power ,3.8,10.8k,284,Ahmedabad +192 other locations,1.1k,284
Capgemini Engineering,IT Services & Consulting ,3.4,14.5k,396,Bangalore / Bengaluru +27 other locations,--,396
3i Infotech,IT Services & Consulting ,3.4,10.6k,164,Mumbai +128 other locations,96,164
Info Edge,Internet ,3.9,11.2k,376,Noida +69 other locations,337,376
Cadila Pharmaceuticals,Pharma ,3.3,7.8k,155,Ahmedabad +133 other locations,69,155
Aditya Birla Group,Metals & Mining ,4.1,9.9k,242,Mumbai +266 other locations,--,242
Syngene International,Clinical Research ,3.8,12.5k,191,Bangalore / Bengaluru +21 other locations,--,191
CorroHealth infotech,Analytics & KPO ,3.7,7.3k,276,Hyderabad / Secunderabad +35 other locations,83,276
KocharTech,IT Services & Consulting ,3.6,3.8k,79,Kolkata +25 other locations,40,79
Cybage,IT Services & Consulting ,3.8,17.3k,212,Pune +15 other locations,33,212
Bureau Veritas,Other ,3.8,8.1k,143,Mumbai +143 other locations,9,143
Delhi Public School,Education & Training ,3.8,5.2k,154,New Delhi +273 other locations,156,154
Aavas Financiers,NBFC ,3.9,5.6k,118,Jaipur +292 other locations,33,118
Xoriant,IT Services & Consulting ,4.1,11.6k,233,Pune +23 other locations,54,233
Lifestyle,Retail ,4.2,6.8k,83,Bangalore / Bengaluru +129 other locations,14,83
RMSI,IT Services & Consulting ,3.6,8.5k,192,Hyderabad / Secunderabad +25 other locations,16,192
Akums Drugs & Pharmaceuticals Limited,Pharma ,4.2,6.2k,327,Haridwar +39 other locations,16,327
GVK Emergency Management and Research Institute,Non-Profit ,3.6,4.5k,117,Lucknow +212 other locations,38,117
Sopra Steria,IT Services & Consulting ,3.9,13.9k,183,Noida +20 other locations,186,183
Kia India,Automobile ,4.0,8.2k,175,Anantapur +187 other locations,85,175
Eureka Forbes,Consumer Electronics & Appliances ,3.6,5.6k,91,Mumbai +184 other locations,3,91
Straive,IT Services & Consulting ,3.3,10.1k,221,Chennai +31 other locations,97,221
TaskUs,BPO ,3.1,9.1k,220,Indore +35 other locations,247,220
Sobha,Real Estate ,3.8,8.3k,164,Bangalore / Bengaluru +37 other locations,51,164
Unacademy,EdTech ,2.9,10.2k,237,Bangalore / Bengaluru +72 other locations,40,237
Radisson Hotels,Hospitality ,4.0,5.2k,99,New Delhi +127 other locations,19,99
Apollo Pharmacy,Pharma ,3.7,7.1k,180,Hyderabad / Secunderabad +279 other locations,1.1k,180
Lodha,Real Estate ,4.1,8.6k,168,Mumbai +30 other locations,225,168
Myntra,Internet ,3.9,10.4k,315,Bangalore / Bengaluru +103 other locations,48,315
Endurance Technologies Limited,Auto Components ,3.9,7.8k,134,Aurangabad +48 other locations,20,134
Panasonic Life Solutions India,Consumer Electronics & Appliances ,3.9,6.5k,96,Haridwar +169 other locations,11,96
SBI Securities,Financial Services ,3.6,6.8k,182,Mumbai +315 other locations,25,182
Lava International,Consumer Electronics & Appliances ,3.9,4.4k,86,Noida +222 other locations,1,86
Team Computers,IT Services & Consulting ,3.6,8.4k,198,New Delhi +103 other locations,158,198
TCE,Engineering & Construction ,3.8,9.3k,291,Mumbai +132 other locations,23,291
Adani Wilmar,FMCG ,4.0,6.8k,131,Ahmedabad +198 other locations,92,131
Whirlpool,Consumer Electronics & Appliances ,4.0,7.9k,118,Pune +175 other locations,25,118
Star Union Dai-ichi Life Insurance,Insurance ,3.8,5.2k,132,Mumbai +314 other locations,32,132
Indian Railways,Railways ,4.2,3.4k,113,Kolkata +247 other locations,--,113
GlaxoSmithKline Pharmaceuticals,Pharma ,4.0,5.7k,125,Bangalore / Bengaluru +217 other locations,35,125
Bharti AXA Life Insurance,Insurance ,3.6,5.2k,147,Mumbai +243 other locations,48,147
Cisco,Hardware & Networking ,4.1,18.8k,407,Bangalore / Bengaluru +46 other locations,164,407
Daikin Airconditioning India Pvt. Ltd.,Consumer Electronics & Appliances ,4.1,7.6k,202,Neemrana +107 other locations,--,202
Nokia Networks,Hardware & Networking ,4.1,10.4k,126,Chennai +87 other locations,--,126
SBI General Insurance,Insurance ,3.6,6.5k,128,Mumbai +286 other locations,25,128
Coromandel International,Agro Chemicals ,4.1,7.5k,123,Visakhapatnam +182 other locations,11,123
Renault Nissan Technology & Business Centre India,Automobile ,3.8,14.5k,151,Chennai +18 other locations,22,151
Sify Technologies,IT Services & Consulting ,3.7,9.7k,146,Chennai +132 other locations,28,146
Shahi Exports,Fashion & Textile ,3.9,6.8k,125,Bangalore / Bengaluru +70 other locations,35,125
Ambuja Cements,Building Material ,3.8,5.9k,160,Mumbai +255 other locations,--,160
BNP Paribas,Banking ,3.7,17.8k,209,Mumbai +27 other locations,214,209
Meesho,Internet ,3.7,9.3k,423,Bangalore / Bengaluru +131 other locations,127,423
Newgen Software Technologies,IT Services & Consulting ,4.0,11.5k,201,Noida +32 other locations,44,201
ValueLabs,IT Services & Consulting ,3.5,16k,212,Hyderabad / Secunderabad +20 other locations,66,212
Allstate,Insurance ,3.6,12.2k,155,Pune +15 other locations,15,155
Huawei Technologies,Telecom ,4.0,8.1k,118,Bangalore / Bengaluru +105 other locations,34,118
Bank of Baroda,Banking ,3.5,6.8k,115,Mumbai +299 other locations,--,115
Life Insurance Corporation of India,Insurance ,4.4,4.5k,96,New Delhi +470 other locations,1,96
Microsoft Corporation,Software Product ,3.8,28.9k,611,Bangalore / Bengaluru +47 other locations,--,611
Brakes India,Auto Components ,3.9,7.1k,103,Chennai +100 other locations,1,103
GAO Tek,Electrical Equipment ,4.5,257,507,New York +40 other locations,--,507
Simplex Infrastructures,Engineering & Construction ,3.4,4.6k,83,Kolkata +138 other locations,--,83
Cargill,Food Processing ,3.9,8.4k,111,Bangalore / Bengaluru +119 other locations,413,111
BHEL,Electrical Equipment ,4.2,5.1k,135,Bangalore / Bengaluru +128 other locations,--,135
Spark Minda,Auto Components ,3.8,7.1k,157,Pune +75 other locations,3,157
CAMS,Financial Services ,3.6,8.6k,146,Chennai +107 other locations,22,146
Pfizer,Pharma ,3.9,5.7k,85,Visakhapatnam +132 other locations,53,85
Generali Central Life Insurance,Insurance ,3.5,6.7k,118,Mumbai +199 other locations,30,118
upGrad,EdTech ,3.4,9.3k,217,Bangalore / Bengaluru +49 other locations,65,217
Poonawalla Fincorp,NBFC ,3.6,5.7k,78,Pune +263 other locations,19,78
Power Mech Projects,Engineering & Construction ,3.8,6.7k,120,Hyderabad / Secunderabad +150 other locations,7,120
"Maruti Suzuki India Limited, Hansalpur",Automobile ,4.2,6.8k,227,Ahmedabad +103 other locations,--,227
FirstCry,Retail ,3.6,8.6k,209,Pune +211 other locations,14,209
Mercedes-Benz Research and Development India,IT Services & Consulting ,3.7,17.6k,206,Bangalore / Bengaluru +52 other locations,146,206
Force Motors,Automobile ,3.7,8.3k,145,Pune +107 other locations,2,145
Ola Cabs,Internet ,3.3,9k,153,Bangalore / Bengaluru +112 other locations,12,153
Bharat Petroleum,Oil & Gas ,4.2,6.7k,174,Mumbai +259 other locations,--,174
Nuvoco Vistas,Building Material ,4.1,6.9k,122,Kolkata +196 other locations,13,122
NTT DATA Business Solutions,IT Services & Consulting ,4.1,12.2k,268,Bangalore / Bengaluru +32 other locations,30,268
Raymond Lifestyle Limited,Fashion & Textile ,4.1,6.5k,113,Mumbai +149 other locations,1,113
Saint-Gobain,Building Material ,3.9,11.4k,203,Mumbai +103 other locations,106,203
Reliance Trends,Retail ,4.1,4.1k,123,Bangalore / Bengaluru +391 other locations,--,123
Renault-Nissan,Automobile ,4.1,7.6k,125,Chennai +86 other locations,--,125
Kotak Securities,Financial Services ,3.5,9.5k,143,Mumbai +138 other locations,33,143
Jio Platforms,IT Services & Consulting ,3.4,13.7k,255,Mumbai +103 other locations,--,255
Manipal Hospitals,Healthcare ,4.1,6.7k,137,Bangalore / Bengaluru +66 other locations,90,137
ITC Hotels,Hospitality ,4.1,5.2k,102,New Delhi +94 other locations,--,102
Reliance General Insurance,Insurance ,3.6,7.1k,98,Mumbai +193 other locations,6,98
Extramarks Education,EdTech ,3.4,7.4k,172,Noida +111 other locations,16,172
JK Tyre,Auto Components ,3.6,6.8k,138,Chennai +141 other locations,1,138
Delphi TVS,Auto Components ,3.9,5.6k,100,Chennai +60 other locations,6,100
CitiusTech,IT Services & Consulting ,3.2,14.1k,312,Mumbai +16 other locations,49,312
Henry Harvin Education,EdTech ,3.5,903,56,Noida +33 other locations,52,56
Biological E,Pharma ,4.2,7k,139,Hyderabad / Secunderabad +71 other locations,42,139
Morgan Stanley,Financial Services ,3.6,25.8k,332,Mumbai +19 other locations,5,332
Infinite Computer Solutions,IT Services & Consulting ,3.3,14.9k,173,Bangalore / Bengaluru +36 other locations,207,173
State Street Syntel,Financial Services ,3.7,7.3k,79,Mumbai +21 other locations,--,79
SGS,"Testing, Inspection and Certification (TIC) ",3.8,6.2k,125,Mumbai +145 other locations,129,125
Ninjacart,Internet ,3.8,5.1k,103,Bangalore / Bengaluru +111 other locations,24,103
EPAM Systems,IT Services & Consulting ,3.7,21.6k,613,Hyderabad / Secunderabad +35 other locations,104,613
Novartis,Pharma ,4.1,10k,166,Hyderabad / Secunderabad +75 other locations,147,166
YASH Technologies,IT Services & Consulting ,3.7,16.2k,169,Hyderabad / Secunderabad +31 other locations,403,169
Senco Gold,Jewellery ,4.4,1.5k,633,Kolkata +77 other locations,4,633
HSBC Electronic Data Processing,IT Services & Consulting ,4.1,8.7k,87,Bangalore / Bengaluru +19 other locations,--,87
SAP,Software Product ,4.1,17.4k,315,Bangalore / Bengaluru +53 other locations,192,315
IDBI Bank,Banking ,3.4,6.1k,81,Mumbai +330 other locations,--,81
AECOM,Engineering & Construction ,4.2,7k,149,Gurgaon / Gurugram +122 other locations,129,149
L&T Energy Hydrocarbon,Engineering & Construction ,3.8,8.3k,117,Vadodara +87 other locations,--,117
K12 Techno Services,EdTech ,3.6,5.2k,412,Bangalore / Bengaluru +42 other locations,219,412
Narayana Health,Healthcare ,4.0,5.9k,91,Bangalore / Bengaluru +64 other locations,110,91
Paisabazaar.com,Internet ,3.4,6.9k,167,Gurgaon / Gurugram +35 other locations,38,167
Aditya Birla Health Insurance Co,Insurance ,3.7,7.1k,120,Mumbai +251 other locations,4,120
Honeywell Automation,Industrial Automation ,3.7,11.9k,132,Pune +78 other locations,--,132
Schindler,Industrial Machinery ,3.9,6.2k,120,Pune +88 other locations,70,120
R.R. Donnelley,Marketing & Advertising ,3.7,10k,128,Chennai +27 other locations,25,128
Motherson Automotive Technologies and Engineering,Auto Components ,3.8,7.3k,152,Chennai +67 other locations,30,152
Uflex,Packaging ,3.8,6.6k,127,Noida +47 other locations,65,127
Philips,Medical Equipment ,3.8,10.8k,176,Bangalore / Bengaluru +96 other locations,84,176
Trent,Retail ,3.8,4.7k,108,Mumbai +143 other locations,5,108
Shadowfax Technologies,Logistics ,3.5,7.5k,163,Bangalore / Bengaluru +239 other locations,47,163
Gabriel India Limited,Auto Components ,4.1,5.8k,132,Pune +51 other locations,--,132
Dr Lal PathLabs,Healthcare ,4.2,4.4k,171,New Delhi +201 other locations,80,171
NCR Corporation,IT Services & Consulting ,3.5,9.2k,143,Hyderabad / Secunderabad +89 other locations,31,143
Microland,IT Services & Consulting ,3.5,10.6k,143,Bangalore / Bengaluru +46 other locations,593,143
V-Guard Industries,Consumer Electronics & Appliances ,4.3,4.5k,116,Kochi +169 other locations,26,116
Haier Appliances India,Consumer Electronics & Appliances ,3.9,6.9k,161,Pune +156 other locations,22,161
Parle Products,FMCG ,3.9,3.8k,114,Mumbai +243 other locations,7,114
Tekwissen,IT Services & Consulting ,4.9,566,341,Visakhapatnam +5 other locations,29,341
Crisil,Analytics & KPO ,3.5,13.2k,213,Mumbai +80 other locations,631,213
CMS Infosystems,Software Product ,3.5,4.7k,77,Mumbai +216 other locations,7,77
Spinny,Internet ,3.7,7.3k,201,Gurgaon / Gurugram +62 other locations,47,201
Google,Software Product ,4.4,31.1k,1k,Bangalore / Bengaluru +85 other locations,567,1
Globiva,BPO ,3.0,5.2k,137,Gurgaon / Gurugram +27 other locations,109,137
Lucas-TVS,Auto Components ,3.9,6k,90,Chennai +76 other locations,8,90
Angel One,FinTech ,3.6,7.5k,164,Mumbai +132 other locations,20,164
Adecco Group,Recruitment ,3.8,7.1k,117,Bangalore / Bengaluru +180 other locations,--,117
Tata Tele Business Services,Telecom ,3.6,4.5k,53,Mumbai +135 other locations,65,53
Safexpress,Logistics ,3.9,5.7k,126,New Delhi +158 other locations,12,126
